run	success	duration	cost	GU__Ka_dis_riv	GU__RIVABS_k	LI__RIV2RX_Vmax	LI__RXEX_BI_k	KI__RIVEX_k	message	x	x0
90	True	18.44162154197693	685.423829413274	3.3087606841609	0.002615340975749405	0.06338392010503861	9.99999999999998e-05	0.15988459148938133	`xtol` termination condition is satisfied.	"[3.30876068e+00 2.61534098e-03 6.33839201e-02 1.00000000e-04
 1.59884591e-01]"	"[1.00046312e+00 3.61773968e-01 2.74156804e-01 3.66171132e-05
 7.99598094e-04]"
24	True	10.540293216705322	685.4238306531008	0.1564786260178741	0.0565074854398309	0.06333772953708232	9.999750384588197e-05	0.1599484430484039	`xtol` termination condition is satisfied.	"[1.56478626e-01 5.65074854e-02 6.33377295e-02 9.99975038e-05
 1.59948443e-01]"	"[3.38056229e-02 4.44189935e-02 2.78602232e-02 1.16511382e-05
 3.19119604e-02]"
4	True	17.250486135482788	685.4238836408322	3.30788028118799	0.002615346147076229	0.06338353290156022	9.99999999999998e-05	0.15988236997114014	`xtol` termination condition is satisfied.	"[3.30788028e+00 2.61534615e-03 6.33835329e-02 1.00000000e-04
 1.59882370e-01]"	"[1.83874579e+00 1.18534513e-03 3.33249453e-01 3.91675496e-05
 6.51141140e-03]"
99	True	10.229137182235718	685.4251528855369	0.15640561039267076	0.05633142227297068	0.06328830964729228	9.999979813384179e-05	0.15970837468074117	`xtol` termination condition is satisfied.	"[1.56405610e-01 5.63314223e-02 6.32883096e-02 9.99997981e-05
 1.59708375e-01]"	"[2.53489912e-02 1.25230194e-03 3.30666106e+01 8.34661690e-06
 1.51029512e-02]"
72	True	14.855567932128906	685.4251966669027	3.2985086070133622	0.002623233969090256	0.06350532551471263	9.99999999999998e-05	0.1602549121450834	`xtol` termination condition is satisfied.	"[3.29850861e+00 2.62323397e-03 6.35053255e-02 1.00000000e-04
 1.60254912e-01]"	"[7.61910866e+01 1.25061266e-02 5.32274142e-03 2.51687799e-06
 1.73795925e-03]"
9	True	13.32359004020691	685.4274972446689	3.294507509312614	0.002624869061364274	0.06353830612460036	9.99999999999998e-05	0.16030723936084412	`xtol` termination condition is satisfied.	"[3.29450751e+00 2.62486906e-03 6.35383061e-02 1.00000000e-04
 1.60307239e-01]"	"[5.08725325e+00 2.30951427e+00 1.20329964e+00 5.12112510e-05
 7.86354726e-02]"
10	True	21.344401121139526	685.4303181526977	3.309682318885106	0.0026130864658884235	0.06334279006458253	9.99999999999998e-05	0.1597719242554727	`xtol` termination condition is satisfied.	"[3.30968232e+00 2.61308647e-03 6.33427901e-02 1.00000000e-04
 1.59771924e-01]"	"[1.46474232e+01 6.39163405e+00 1.19858423e-01 2.54806689e-05
 1.73873539e-02]"
23	True	16.262028217315674	685.4319153157312	3.303486977579044	0.002615346123526229	0.06337764334712981	9.99999999999998e-05	0.15989075540255754	`xtol` termination condition is satisfied.	"[3.30348698e+00 2.61534612e-03 6.33776433e-02 1.00000000e-04
 1.59890755e-01]"	"[2.74954404e+01 1.66677542e-02 8.90403819e-02 9.06847581e-06
 4.47864945e-04]"
98	True	15.369937896728516	685.4379436837067	3.3029083782522313	0.0026153018261488594	0.06337739033924668	9.999999999999326e-05	0.15988841880639187	`xtol` termination condition is satisfied.	"[3.30290838e+00 2.61530183e-03 6.33773903e-02 1.00000000e-04
 1.59888419e-01]"	"[7.46680327e+00 3.97703832e-03 2.78071805e+01 1.05766804e-05
 2.48984607e-03]"
93	True	16.09987163543701	685.442977779044	3.3287266580549573	0.0026097362249283764	0.06329855870873875	9.999999999996339e-05	0.15967874728754491	Both `ftol` and `xtol` termination conditions are satisfied.	"[3.32872666e+00 2.60973622e-03 6.32985587e-02 1.00000000e-04
 1.59678747e-01]"	"[7.53408123e-02 4.53824024e+00 6.48465533e-01 5.85982352e-05
 3.51741367e+00]"
67	True	15.356664657592773	685.4490336300264	3.0988317331213286	0.002666674454507666	0.06411110535965366	9.999999999999938e-05	0.16164149580756149	`xtol` termination condition is satisfied.	"[3.09883173e+00 2.66667445e-03 6.41111054e-02 1.00000000e-04
 1.61641496e-01]"	"[1.68820059e+00 2.22967133e-02 1.42888118e+01 1.83606586e-05
 9.65197906e-01]"
95	True	12.140370607376099	685.450672579688	3.4053650264465647	0.002587589602688465	0.06299520384824858	9.999999999550772e-05	0.15891089962823793	`xtol` termination condition is satisfied.	"[3.40536503e+00 2.58758960e-03 6.29952038e-02 1.00000000e-04
 1.58910900e-01]"	"[1.53520090e+01 4.28284694e-02 1.33627805e+00 5.68858047e-06
 3.84156860e-03]"
34	True	16.129387378692627	685.4511575453514	3.3336382162358715	0.0026064063215007088	0.06325040869915856	9.99999999999998e-05	0.15955527833699626	`xtol` termination condition is satisfied.	"[3.33363822e+00 2.60640632e-03 6.32504087e-02 1.00000000e-04
 1.59555278e-01]"	"[1.45256627e+01 2.29469692e-02 2.48049654e-03 4.09735775e-05
 2.04148894e-02]"
14	True	12.03835678100586	685.4524611788929	3.102367287526567	0.0026653477814195703	0.06409161312732586	9.999999999883163e-05	0.1615929563511585	`xtol` termination condition is satisfied.	"[3.10236729e+00 2.66534778e-03 6.40916131e-02 1.00000000e-04
 1.61592956e-01]"	"[6.21499163e+01 3.95560876e-03 4.11346142e-02 1.82245673e-05
 1.74166324e-03]"
36	True	18.8277747631073	685.4726499094629	3.393234105448854	0.002591150699541569	0.06301028311896102	9.99999999999998e-05	0.15890919818266905	`xtol` termination condition is satisfied.	"[3.39323411e+00 2.59115070e-03 6.30102831e-02 1.00000000e-04
 1.58909198e-01]"	"[6.30222356e+01 3.57246020e-03 2.69998955e-01 1.98727768e-06
 1.12559746e-04]"
52	True	18.644426345825195	685.4835493657648	3.4188836475319673	0.0025892260764941027	0.06300736447000524	9.999986292426323e-05	0.15890839522518369	Both `ftol` and `xtol` termination conditions are satisfied.	"[3.41888365e+00 2.58922608e-03 6.30073645e-02 9.99998629e-05
 1.58908395e-01]"	"[6.02347648e+01 2.58649280e-03 9.51096625e+01 1.39804795e-05
 3.32090127e-04]"
38	True	13.485345602035522	685.5021007589467	3.3832791245361595	0.0025914316703536285	0.06302190059552562	9.99999999999998e-05	0.15894520078835628	`xtol` termination condition is satisfied.	"[3.38327912e+00 2.59143167e-03 6.30219006e-02 1.00000000e-04
 1.58945201e-01]"	"[7.54593175e-01 6.99379517e-03 4.76769684e-02 7.75932390e-05
 7.68137582e-04]"
80	True	17.74857258796692	685.5043898100403	3.3592441203690266	0.002597237808700242	0.06310843783987989	9.99999999999998e-05	0.15914531540038268	`xtol` termination condition is satisfied.	"[3.35924412e+00 2.59723781e-03 6.31084378e-02 1.00000000e-04
 1.59145315e-01]"	"[4.86026390e-01 3.41175528e-03 2.29122937e+01 7.77268827e-05
 1.71871159e+00]"
25	True	14.27705454826355	685.5075806090092	3.4307536499954145	0.002587892671136867	0.06299247091828364	9.99999999999998e-05	0.15890421418519968	Both `ftol` and `xtol` termination conditions are satisfied.	"[3.43075365e+00 2.58789267e-03 6.29924709e-02 1.00000000e-04
 1.58904214e-01]"	"[8.32403285e+01 1.06486642e-03 9.36353757e-03 3.18329478e-06
 3.00939423e-02]"
97	True	13.448802947998047	685.5185301625993	3.3689138324858403	0.002597485146662183	0.06311356299009463	9.999999999882386e-05	0.1591816690789491	`xtol` termination condition is satisfied.	"[3.36891383e+00 2.59748515e-03 6.31135630e-02 1.00000000e-04
 1.59181669e-01]"	"[6.17375815e+01 1.15470144e-02 3.47208053e+00 2.37117122e-06
 1.32822707e-04]"
18	True	19.890303134918213	706.8897869404991	0.12330545222999964	0.7132909596086855	0.05440865923636503	9.995826356925478e-05	0.1381103071029739	`xtol` termination condition is satisfied.	"[1.23305452e-01 7.13290960e-01 5.44086592e-02 9.99582636e-05
 1.38110307e-01]"	"[1.52674087e-02 1.36509238e+00 7.61124305e+01 1.24266423e-06
 3.23216920e-04]"
74	True	16.79708743095398	709.4455678977887	0.12196236102408099	2.0048120718194444	0.05398909572278594	9.988020619085265e-05	0.13720585814248773	`xtol` termination condition is satisfied.	"[1.21962361e-01 2.00481207e+00 5.39890957e-02 9.98802062e-05
 1.37205858e-01]"	"[5.93797093e-03 1.20889486e-03 8.73678517e+01 1.28662367e-05
 2.41219874e+00]"
51	True	12.834030389785767	710.2636454174789	0.12117853058253422	9.938093027807149	0.05373074899578803	9.748877043484002e-05	0.13649530057428444	`xtol` termination condition is satisfied.	"[1.21178531e-01 9.93809303e+00 5.37307490e-02 9.74887704e-05
 1.36495301e-01]"	"[1.41169653e-03 2.49447395e-01 6.05726883e-02 9.05085412e-06
 1.00852154e-04]"
41	True	18.118654012680054	4427.292133286105	99.99999878187002	9.999999869808528	0.9250269083454868	9.999999999974313e-05	9.999999971168807	Both `ftol` and `xtol` termination conditions are satisfied.	"[9.99999988e+01 9.99999987e+00 9.25026908e-01 1.00000000e-04
 9.99999997e+00]"	"[2.96760270e+01 2.07001078e+00 4.19031141e+00 8.13376348e-06
 9.65337980e-03]"
84	True	13.953318357467651	4427.292137208725	99.99999970644099	9.999999702212214	0.9249983201655813	9.999999999671617e-05	9.999999994254141	`xtol` termination condition is satisfied.	"[9.99999997e+01 9.99999970e+00 9.24998320e-01 1.00000000e-04
 9.99999999e+00]"	"[6.93396202e+01 5.60915949e-01 8.53333453e+00 2.61924605e-06
 3.21808321e-03]"
